,PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
599,21940575,Quantitative color mapping of the arterial enhancement fraction in patients with diffuse liver disease,"Kang SE, Lee JM, Klotz E, Kim KW, Kim JH, Han JK, Choi BI.",AJR Am J Roentgenol. 2011 Oct;197(4):876-83. doi: 10.2214/AJR.10.5943.,Kang SE,AJR Am J Roentgenol,2011,2011/09/24,,,10.2214/AJR.10.5943
600,32370147,Water Consumption during a School Day and Children's Short-Term Cognitive Performance: The CogniDROP Randomized Intervention Trial,"Drozdowska A, Falkenstein M, Jendrusch G, Platen P, Luecke T, Kersting M, Jansen K.",Nutrients. 2020 May 2;12(5):1297. doi: 10.3390/nu12051297.,Drozdowska A,Nutrients,2020,2020/05/07,PMC7282257,,10.3390/nu12051297
601,32301652,Fluorescent Cholangiography in Laparoscopic Cholecystectomy and the Use in Pediatric Patients,"Calabro KA, Harmon CM, Vali K.",J Laparoendosc Adv Surg Tech A. 2020 May;30(5):586-589. doi: 10.1089/lap.2019.0204. Epub 2020 Apr 16.,Calabro KA,J Laparoendosc Adv Surg Tech A,2020,2020/04/18,,,10.1089/lap.2019.0204
602,1772260,Dentine lead and child intelligence in Taiwan,"Rabinowitz MB, Wang JD, Soong WT.",Arch Environ Health. 1991 Nov-Dec;46(6):351-60. doi: 10.1080/00039896.1991.9934402.,Rabinowitz MB,Arch Environ Health,1991,1991/11/01,,,10.1080/00039896.1991.9934402
603,37931895,[Pediatric telecardiology experience in the COVID-19 pandemic context],"Foti ML, Stelmaszewski ÉV, Micheli DC, Lafuente MV, Mouratian M, Di Santo MV, Villa A.",Arch Cardiol Mex. 2023 Nov 6;93(Supl 6):108-114. doi: 10.24875/ACM.22000251.,Foti ML,Arch Cardiol Mex,2023,2023/11/06,,,10.24875/ACM.22000251
604,16425826,School-based use of a robotic arm system by children with disabilities,"Cook AM, Bentz B, Harbottle N, Lynch C, Miller B.",IEEE Trans Neural Syst Rehabil Eng. 2005 Dec;13(4):452-60. doi: 10.1109/TNSRE.2005.856075.,Cook AM,IEEE Trans Neural Syst Rehabil Eng,2005,2006/01/24,,,10.1109/TNSRE.2005.856075
605,37775921,Colour perception develops throughout childhood with increased risk of deficiencies in children born prematurely,"Pueyo V, Cedillo Ley M, Fanlo-Zarazaga Á, Hu L, Pan X, Perez-Roche T, Balasanyan V, Solanas D, de Fernando S, Prieto E, Yam JCS, Pham C, Ortin M, Castillo O, Gutierrez D; TrackAI Research Consortium.",Acta Paediatr. 2024 Feb;113(2):259-266. doi: 10.1111/apa.16978. Epub 2023 Sep 29.,Pueyo V,Acta Paediatr,2024,2023/09/30,,,10.1111/apa.16978
606,35698104,"""We're so limited with what we actually can do if we follow all the rules"": a qualitative study of the impact of COVID-19 public health protocols on violence against women services","Wathen CN, Burd C, MacGregor JCD, Veenendaal J, McLean I, Mantler T; Violence Against Women Services in a Pandemic Research Team.",BMC Public Health. 2022 Jun 13;22(1):1175. doi: 10.1186/s12889-022-13550-w.,Wathen CN,BMC Public Health,2022,2022/06/13,PMC9189787,,10.1186/s12889-022-13550-w
607,28608920,Facial Curvature Detects and Explicates Ethnic Differences in Effects of Prenatal Alcohol Exposure,"Suttie M, Wetherill L, Jacobson SW, Jacobson JL, Hoyme HE, Sowell ER, Coles C, Wozniak JR, Riley EP, Jones KL, Foroud T, Hammond P; CIFASD.",Alcohol Clin Exp Res. 2017 Aug;41(8):1471-1483. doi: 10.1111/acer.13429. Epub 2017 Jul 10.,Suttie M,Alcohol Clin Exp Res,2017,2017/06/14,PMC5563255,NIHMS883571,10.1111/acer.13429
608,36806105,"[Ophthalmological results in the Hungarian comprehensive health care screening program, 2011-2022]","Németh J, Nagy ZZ, Tapasztó B, Daiki T, Resch M, Dankovics G, Barna I.",Orv Hetil. 2023 Feb 19;164(7):253-259. doi: 10.1556/650.2023.32701. Print 2023 Feb 19.,Németh J,Orv Hetil,2023,2023/02/22,,,10.1556/650.2023.32701
609,33922926,The Relation between Physiological Parameters and Colour Modifications in Text Background and Overlay during Reading in Children with and without Dyslexia,"Jakovljević T, Janković MM, Savić AM, Soldatović I, Čolić G, Jakulin TJ, Papa G, Ković V.",Brain Sci. 2021 Apr 25;11(5):539. doi: 10.3390/brainsci11050539.,Jakovljević T,Brain Sci,2021,2021/04/30,PMC8146078,,10.3390/brainsci11050539
610,2612961,[Problems related to regulation of toxic substances],Kurliandskiĭ BA.,Gig Tr Prof Zabol. 1989;(9):9-12.,Kurliandskiĭ BA,Gig Tr Prof Zabol,1989,1989/01/01,,,
611,8405133,The effect of routine steam autoclaving on orthodontic pliers,"Jones M, Pizarro K, Blunden R.",Eur J Orthod. 1993 Aug;15(4):281-90. doi: 10.1093/ejo/15.4.281.,Jones M,Eur J Orthod,1993,1993/08/01,,,10.1093/ejo/15.4.281
612,34263476,Nail discoloration in pediatric skin of color patients,Bellet JS.,Pediatr Dermatol. 2021 Nov;38 Suppl 2:37-41. doi: 10.1111/pde.14659. Epub 2021 Jul 15.,Bellet JS,Pediatr Dermatol,2021,2021/07/15,,,10.1111/pde.14659
613,12469259,Ultrasound examination of paediatric testicles after laparoscopic laser dissection of internal testicular vessels in cryptorchism,"Manak E, Waldschmidt J, Albrecht T, Wolf KJ.",Eur J Pediatr Surg. 2002 Oct;12(5):322-6. doi: 10.1055/s-2002-35952.,Manak E,Eur J Pediatr Surg,2002,2002/12/07,,,10.1055/s-2002-35952
614,30573328,Impaired Visual Search in Children with Rett Syndrome,"Rose SA, Wass S, Jankowski JJ, Feldman JF, Djukic A.",Pediatr Neurol. 2019 Mar;92:26-31. doi: 10.1016/j.pediatrneurol.2018.10.002. Epub 2018 Oct 18.,Rose SA,Pediatr Neurol,2019,2018/12/22,PMC6397679,NIHMS1509902,10.1016/j.pediatrneurol.2018.10.002
615,2654031,Utility of color flow imaging for visualizing shunt flow in atrial septal defect,"Khandheria BK, Shub C, Tajik AJ, Taylor CL, Hagler DJ, Seward JB.",Int J Cardiol. 1989 Apr;23(1):91-8. doi: 10.1016/0167-5273(89)90334-3.,Khandheria BK,Int J Cardiol,1989,1989/04/01,,,10.1016/0167-5273(89)90334-3
616,7914796,Iron poisoning in children,Anderson AC.,Curr Opin Pediatr. 1994 Jun;6(3):289-94. doi: 10.1097/00008480-199406000-00010.,Anderson AC,Curr Opin Pediatr,1994,1994/06/01,,,10.1097/00008480-199406000-00010
617,24702279,A personalized and control systems engineering conceptual approach to target childhood anxiety in the contexts of cultural diversity,"Pina AA, Holly LE, Zerr AA, Rivera DE.",J Clin Child Adolesc Psychol. 2014;43(3):442-53. doi: 10.1080/15374416.2014.888667. Epub 2014 Apr 4.,Pina AA,J Clin Child Adolesc Psychol,2014,2014/04/08,PMC4016968,NIHMS570052,10.1080/15374416.2014.888667
618,14188040,THE VISCERAL LESIONS OF METACHROMATIC LEUKODYSTROPHY,"WOLFE HJ, PIETRA GG.",Am J Pathol. 1964 Jun;44(6):921-30.,WOLFE HJ,Am J Pathol,1964,1964/06/01,PMC1907143,,
619,22495685,Spastic cerebral palsy in children: dynamic sonoelastographic findings of medial gastrocnemius,"Kwon DR, Park GY, Lee SU, Chung I.",Radiology. 2012 Jun;263(3):794-801. doi: 10.1148/radiol.12102478. Epub 2012 Apr 10.,Kwon DR,Radiology,2012,2012/04/13,,,10.1148/radiol.12102478
620,19189096,Scrotal emergencies,Baldisserotto M.,Pediatr Radiol. 2009 May;39(5):516-21. doi: 10.1007/s00247-008-1134-0. Epub 2009 Feb 3.,Baldisserotto M,Pediatr Radiol,2009,2009/02/04,,,10.1007/s00247-008-1134-0
621,16384754,The epidemiology of molluscum contagiosum in children,"Dohil MA, Lin P, Lee J, Lucky AW, Paller AS, Eichenfield LF.",J Am Acad Dermatol. 2006 Jan;54(1):47-54. doi: 10.1016/j.jaad.2005.08.035. Epub 2005 Nov 21.,Dohil MA,J Am Acad Dermatol,2006,2005/12/31,,,10.1016/j.jaad.2005.08.035
622,25529070,"Ultrasonography, laboratory, and cholangiography correlation of biliary complications in pediatric liver transplantation","Teplisky D, Urueña Tincani E, Halac E, Garriga M, Cervio G, Imventarza O, Sierre S.",Pediatr Transplant. 2015 Mar;19(2):170-4. doi: 10.1111/petr.12421. Epub 2014 Dec 22.,Teplisky D,Pediatr Transplant,2015,2014/12/23,,,10.1111/petr.12421
623,36674344,The Hospital Environment as a Potential Source for Clostridioides difficile Transmission Based on Spore Detection Surveys Conducted at Paediatric Oncology and Gastroenterology Units,"Lemiech-Mirowska E, Michałkiewicz M, Sierocka A, Gaszyńska E, Marczak M.",Int J Environ Res Public Health. 2023 Jan 15;20(2):1590. doi: 10.3390/ijerph20021590.,Lemiech-Mirowska E,Int J Environ Res Public Health,2023,2023/01/21,PMC9866502,,10.3390/ijerph20021590
624,29679197,Neuropsychological impacts of indirect revascularization for pediatric moyamoya disease,"Kim W, Lee EY, Park SE, Park EK, Kim JS, Kim DS, Shim KW.",Childs Nerv Syst. 2018 Jun;34(6):1199-1206. doi: 10.1007/s00381-018-3804-z. Epub 2018 Apr 20.,Kim W,Childs Nerv Syst,2018,2018/04/22,,,10.1007/s00381-018-3804-z
625,34418155,Training in pediatric skin of color: Suggested curricular guidelines of the pediatric dermatology research alliance special interest group in pediatric skin of color,"Silverberg NB, Jacob S, Heath C, Gonzalez M, Yu J, Luu M, Benjamin L, Kenner-Bell B, Oboite M, Castelo-Soccio L, Stein SL.",Pediatr Dermatol. 2021 Nov;38 Suppl 2:90-95. doi: 10.1111/pde.14754. Epub 2021 Aug 21.,Silverberg NB,Pediatr Dermatol,2021,2021/08/21,,,10.1111/pde.14754
626,20132362,The future of urodynamics: non-invasive ultrasound videourodynamics,"Ozawa H, Igarashi T, Uematsu K, Watanabe T, Kumon H.",Int J Urol. 2010 Mar;17(3):241-9. doi: 10.1111/j.1442-2042.2010.02447.x. Epub 2010 Feb 3.,Ozawa H,Int J Urol,2010,2010/02/06,,,10.1111/j.1442-2042.2010.02447.x
627,18446103,Use of methylene blue spectrophotometry to detect subclinical aspiration in enterally fed intubated pediatric patients,"Kamat P, Favaloro-Sabatier J, Rogers K, Stockwell JA.",Pediatr Crit Care Med. 2008 May;9(3):299-303. doi: 10.1097/PCC.0b013e318172d500.,Kamat P,Pediatr Crit Care Med,2008,2008/05/01,,,10.1097/PCC.0b013e318172d500
628,37055154,"""Make Stories That Will Always Be There"": Eagle Books' Appeal, Sustainability, and Contributions to Public Health, 2006-2022","Satterfield D, DeBruyn L, Lofton T, Francis CD, Zoumenou V, DeCora L, Wesner C.",Prev Chronic Dis. 2023 Apr 13;20:E26. doi: 10.5888/pcd20.220315.,Satterfield D,Prev Chronic Dis,2023,2023/04/13,PMC10109502,,10.5888/pcd20.220315
629,19308376,"Pancreatitis and the role of US, MRCP and ERCP","Darge K, Anupindi S.",Pediatr Radiol. 2009 Apr;39 Suppl 2:S153-7. doi: 10.1007/s00247-009-1145-5.,Darge K,Pediatr Radiol,2009,2009/03/25,,,10.1007/s00247-009-1145-5
630,38468230,Prenatal exposure to environmental toxins and comprehensive dental findings in a population cohort of children,"Winkler JR, Dixon BL, Singh I, Soto R, Qiu Y, Zhang Y, Porucznik CA, Stanford JB.",BMC Oral Health. 2024 Mar 11;24(1):326. doi: 10.1186/s12903-023-03786-2.,Winkler JR,BMC Oral Health,2024,2024/03/12,PMC10929125,,10.1186/s12903-023-03786-2
631,8749971,Improved pediatric patient flow in a general emergency department by altering triage criteria,"Cain P, Waldrop RD, Jones J.",Acad Emerg Med. 1996 Jan;3(1):65-71. doi: 10.1111/j.1553-2712.1996.tb03306.x.,Cain P,Acad Emerg Med,1996,1996/01/01,,,10.1111/j.1553-2712.1996.tb03306.x
632,34627995,Racial/Ethnic Disparity Trends in Children's Mental Health Care Access and Expenditures From 2010-2017: Disparities Remain Despite Sweeping Policy Reform,"Rodgers CRR, Flores MW, Bassey O, Augenblick JM, Cook BL.",J Am Acad Child Adolesc Psychiatry. 2022 Jul;61(7):915-925. doi: 10.1016/j.jaac.2021.09.420. Epub 2021 Oct 7.,Rodgers CRR,J Am Acad Child Adolesc Psychiatry,2022,2021/10/10,PMC8986880,NIHMS1762887,10.1016/j.jaac.2021.09.420
633,33406008,Evaluation of canthaxanthin in eggs and its subsequent dietary risks to Chinese consumers,"Xue X, Fan L, Dong Y, Yuan X, Wang L, Yang F, Zheng Y, Zhao S.",Food Addit Contam Part A Chem Anal Control Expo Risk Assess. 2021 Feb;38(2):255-260. doi: 10.1080/19440049.2020.1853822. Epub 2021 Jan 6.,Xue X,Food Addit Contam Part A Chem Anal Control Expo Risk Assess,2021,2021/01/06,,,10.1080/19440049.2020.1853822
634,27147596,User Evaluation of Neonatology Ward Design,"Trujillo JL, Aviñó AM, Millán CL.",HERD. 2017 Jan;10(2):23-48. doi: 10.1177/1937586716641275. Epub 2016 Jul 8.,Trujillo JL,HERD,2017,2016/05/06,,,10.1177/1937586716641275
635,38575445,Utility of Indocyanine Green for Sentinel Lymph Node Biopsy in Pediatric Sarcoma and Melanoma,"Campwala I, Vignali PDA, Seynnaeve BK, Davit AJ 3rd, Weiss K, Malek MM.",J Pediatr Surg. 2024 Jul;59(7):1326-1333. doi: 10.1016/j.jpedsurg.2024.03.013. Epub 2024 Mar 14.,Campwala I,J Pediatr Surg,2024,2024/04/04,,,10.1016/j.jpedsurg.2024.03.013
636,30477452,"Prevalence of color blindness among school children in three primary schools of Gish -Abay town district, Amhara regional state, north-west Ethiopia","Wale MZ, Abebe Y, Adamu Y, Zelalem A.",BMC Ophthalmol. 2018 Nov 26;18(1):306. doi: 10.1186/s12886-018-0970-4.,Wale MZ,BMC Ophthalmol,2018,2018/11/28,PMC6257947,,10.1186/s12886-018-0970-4
637,39217122,Depression Part 1: Evaluation,Chokroverty L.,Pediatr Rev. 2024 Sep 1;45(9):483-493. doi: 10.1542/pir.2022-005688.,Chokroverty L,Pediatr Rev,2024,2024/08/31,,,10.1542/pir.2022-005688
638,26469119,Ultrasound Elastography--Review of Techniques and Its Clinical Applications in Pediatrics--Part 2,"Zaleska-Dorobisz U, Pawluś A, Szymańska K, Łasecki M, Ziajkiewicz M.",Adv Clin Exp Med. 2015 Jul-Aug;24(4):725-30. doi: 10.17219/acem/34581.,Zaleska-Dorobisz U,Adv Clin Exp Med,2015,2015/10/16,,,10.17219/acem/34581
639,9145116,Reconstruction of Tessier no. 4 clefts revisited,"Longaker MT, Lipshutz GS, Kawamoto HK Jr.",Plast Reconstr Surg. 1997 May;99(6):1501-7.,Longaker MT,Plast Reconstr Surg,1997,1997/05/01,,,
640,11216712,Cytochemical staining and flow cytometry methods applied to the diagnosis of acute leukemia in the pediatric population: an assessment of relative usefulness,"Mhawech P, Buffone GJ, Khan SP, Gresik MV.",J Pediatr Hematol Oncol. 2001 Feb;23(2):89-92. doi: 10.1097/00043426-200102000-00004.,Mhawech P,J Pediatr Hematol Oncol,2001,2001/02/24,,,10.1097/00043426-200102000-00004
641,19225393,"Anesthesiology trainees face ethical, practical, and relational challenges in obtaining informed consent","Waisel DB, Lamiani G, Sandrock NJ, Pascucci R, Truog RD, Meyer EC.",Anesthesiology. 2009 Mar;110(3):480-6. doi: 10.1097/ALN.0b013e318197ff46.,Waisel DB,Anesthesiology,2009,2009/02/20,,,10.1097/ALN.0b013e318197ff46
642,35583535,Duplex ultrasound for assessing vascular impairment after supracondylar humerus fractures,"Storch K, Schultz J, Fitze G.",Medicine (Baltimore). 2022 May 13;101(19):e29258. doi: 10.1097/MD.0000000000029258.,Storch K,Medicine (Baltimore),2022,2022/05/18,PMC9276126,,10.1097/MD.0000000000029258
643,6238337,"Blood supply of the abdomen revisited, with emphasis on the superficial inferior epigastric artery","Hester TR Jr, Nahai F, Beegle PE, Bostwick J 3rd.",Plast Reconstr Surg. 1984 Nov;74(5):657-70. doi: 10.1097/00006534-198411000-00011.,Hester TR Jr,Plast Reconstr Surg,1984,1984/11/01,,,10.1097/00006534-198411000-00011
644,25935632,Fast three-dimensional superimposition of cone beam computed tomography for orthopaedics and orthognathic surgery evaluation,"Weissheimer A, Menezes LM, Koerich L, Pham J, Cevidanes LH.",Int J Oral Maxillofac Surg. 2015 Sep;44(9):1188-96. doi: 10.1016/j.ijom.2015.04.001. Epub 2015 Apr 29.,Weissheimer A,Int J Oral Maxillofac Surg,2015,2015/05/04,PMC4526318,NIHMS711112,10.1016/j.ijom.2015.04.001
645,28337692,A Successful Strategy for Linking Anonymous Data from Students' and Parents' Questionnaires Using Self-Generated Identification Codes,"Vacek J, Vonkova H, Gabrhelík R.",Prev Sci. 2017 May;18(4):450-458. doi: 10.1007/s11121-017-0772-6.,Vacek J,Prev Sci,2017,2017/03/25,,,10.1007/s11121-017-0772-6
646,17651105,Live 3D echocardiography with the pediatric matrix probe,"Acar P, Abadir S, Paranon S, Latcu G, Grosjean J, Dulac Y.",Echocardiography. 2007 Aug;24(7):750-5. doi: 10.1111/j.1540-8175.2007.00485.x.,Acar P,Echocardiography,2007,2007/07/27,,,10.1111/j.1540-8175.2007.00485.x
647,31479200,Cord Leptin is Associated with Neuropsychomotor Development in Childhood,"Karakosta P, Margetaki K, Fthenou E, Kampouri M, Kyriklaki A, Koutra K, Chalkiadaki G, Roumeliotaki T, Vafeiadi M, Kogevinas M, Mantzoros C, Chatzi L.",Obesity (Silver Spring). 2019 Oct;27(10):1693-1702. doi: 10.1002/oby.22571. Epub 2019 Sep 3.,Karakosta P,Obesity (Silver Spring),2019,2019/09/04,PMC6756960,NIHMS1035834,10.1002/oby.22571
648,21233729,Health professionals' and consumers' opinion: what is considered important when rating burn scars from photographs?,"Simons M, Tyack Z.",J Burn Care Res. 2011 Mar-Apr;32(2):275-85. doi: 10.1097/BCR.0b013e31820aaf09.,Simons M,J Burn Care Res,2011,2011/01/15,,,10.1097/BCR.0b013e31820aaf09
649,32322591,Multicentre Harmonisation of a Six-Colour Flow Cytometry Panel for Naïve/Memory T Cell Immunomonitoring,"Macchia I, La Sorsa V, Ruspantini I, Sanchez M, Tirelli V, Carollo M, Fedele G, Leone P, Schiavoni G, Buccione C, Rizza P, Nisticò P, Palermo B, Morrone S, Stabile H, Rughetti A, Nuti M, Zizzari IG, Fionda C, Maggio R, Capuano C, Quintarelli C, Sinibaldi M, Agrati C, Casetti R, Rozo Gonzalez A, Iacobone F, Gismondi A, Belardelli F, Biffoni M, Urbani F.",J Immunol Res. 2020 Apr 12;2020:1938704. doi: 10.1155/2020/1938704. eCollection 2020.,Macchia I,J Immunol Res,2020,2020/04/24,PMC7153001,,10.1155/2020/1938704
650,1801851,Oculocerebral syndrome with hypopigmentation (Cross syndrome): the mixed pattern of hair pigmentation as an important diagnostic sign,"De Jong G, Fryns JP.",Genet Couns. 1991;2(3):151-5.,De Jong G,Genet Couns,1991,1991/01/01,,,
651,36928339,Preliteracy assessment in children living with HIV in Tanzania: comparison to results from children living without HIV in Tanzania and the United States,"Bonacina S, Niemczak C, Lichtenstein JD, Magohe A, Fellows A, Nicol T, Massawe E, Buckey JC, Kraus N.",AIDS. 2023 Jun 1;37(7):1077-1083. doi: 10.1097/QAD.0000000000003529. Epub 2023 Mar 3.,Bonacina S,AIDS,2023,2023/03/17,PMC10164069,NIHMS1878198,10.1097/QAD.0000000000003529
652,9232040,Efficacy of Auralgan for treating ear pain in children with acute otitis media,"Hoberman A, Paradise JL, Reynolds EA, Urkin J.",Arch Pediatr Adolesc Med. 1997 Jul;151(7):675-8. doi: 10.1001/archpedi.1997.02170440037006.,Hoberman A,Arch Pediatr Adolesc Med,1997,1997/07/01,,,10.1001/archpedi.1997.02170440037006
653,31827593,Kidney and uro-trauma: WSES-AAST guidelines,"Coccolini F, Moore EE, Kluger Y, Biffl W, Leppaniemi A, Matsumura Y, Kim F, Peitzman AB, Fraga GP, Sartelli M, Ansaloni L, Augustin G, Kirkpatrick A, Abu-Zidan F, Wani I, Weber D, Pikoulis E, Larrea M, Arvieux C, Manchev V, Reva V, Coimbra R, Khokha V, Mefire AC, Ordonez C, Chiarugi M, Machado F, Sakakushev B, Matsumoto J, Maier R, di Carlo I, Catena F; WSES-AAST Expert Panel.",World J Emerg Surg. 2019 Dec 2;14:54. doi: 10.1186/s13017-019-0274-x. eCollection 2019.,Coccolini F,World J Emerg Surg,2019,2019/12/13,PMC6886230,,10.1186/s13017-019-0274-x
654,32045009,Expulsion prevention: Framework for the role of infant and early childhood mental health consultation in addressing implicit biases,"Davis AE, Perry DF, Rabinovitz L.",Infant Ment Health J. 2020 May;41(3):327-339. doi: 10.1002/imhj.21847. Epub 2020 Feb 11.,Davis AE,Infant Ment Health J,2020,2020/02/12,,,10.1002/imhj.21847
655,22376316,Population weighted raster maps can communicate findings of social audits: examples from three continents,"Mitchell S, Cockcroft A, Andersson N.",BMC Health Serv Res. 2011 Dec 21;11 Suppl 2(Suppl 2):S14. doi: 10.1186/1472-6963-11-S2-S14.,Mitchell S,BMC Health Serv Res,2011,2012/03/02,PMC3332558,,10.1186/1472-6963-11-S2-S14
656,18474897,Physicians' perspectives on increasing the use of BMI charts for young children,"Woolford SJ, Clark SJ, Strecher VJ, Gebremariam A, Davis MM.",Clin Pediatr (Phila). 2008 Jul;47(6):573-7. doi: 10.1177/0009922808314905. Epub 2008 May 12.,Woolford SJ,Clin Pediatr (Phila),2008,2008/05/14,,,10.1177/0009922808314905
